scenario,mode,snr_db,blocks,bits,ber_iter1,ber_iter5,ber_iter10,elapsed_s
memoryless_mild_pa,sequence,4.5,15,61440,0.17830403645833334,0.07470703125,0.020930989583333334,1.9605615139007568
memoryless_mild_pa,sequence,5,20,81920,0.1613037109375,0.036962890625,0.00068359375,2.606102466583252
memoryless_mild_pa,sequence,5.5,25,102400,0.1371875,0.0052734375,0.0,3.280003309249878
memoryless_mild_pa,sequence,6,30,122880,0.11329752604166667,0.0007242838541666667,0.0,3.8887081146240234
seen_memory_strong_pa,mismatch,0,5,20480,0.388427734375,0.382421875,0.382470703125,0.09356474876403809
seen_memory_strong_pa,mismatch,1,5,20480,0.37666015625,0.3677734375,0.368115234375,0.08950233459472656
seen_memory_strong_pa,mismatch,2,8,32768,0.34625244140625,0.336822509765625,0.336639404296875,0.1469733715057373
seen_memory_strong_pa,mismatch,3,10,40960,0.310400390625,0.294775390625,0.29453125,0.18372488021850586
seen_memory_strong_pa,mismatch,4,12,49152,0.28277587890625,0.266357421875,0.2672932942708333,0.22020983695983887
seen_memory_strong_pa,mismatch,4.5,15,61440,0.27071940104166664,0.24449869791666667,0.24441731770833333,0.27365756034851074
seen_memory_strong_pa,mismatch,5,20,81920,0.25457763671875,0.22275390625,0.22108154296875,0.36321544647216797
seen_memory_strong_pa,mismatch,5.5,25,102400,0.24236328125,0.203916015625,0.203935546875,0.4561960697174072
seen_memory_strong_pa,mismatch,6,30,122880,0.22073567708333333,0.17272135416666667,0.1732421875,0.5327672958374023
seen_memory_strong_pa,memoryless_pa,0,5,20480,0.373291015625,0.369677734375,0.369677734375,0.09504151344299316
seen_memory_strong_pa,memoryless_pa,1,5,20480,0.363916015625,0.35654296875,0.35654296875,0.08995985984802246
seen_memory_strong_pa,memoryless_pa,2,8,32768,0.3287353515625,0.31829833984375,0.318267822265625,0.14751601219177246
seen_memory_strong_pa,memoryless_pa,3,10,40960,0.305908203125,0.2909912109375,0.2912109375,0.18500542640686035
seen_memory_strong_pa,memoryless_pa,4,12,49152,0.2718098958333333,0.24049886067708334,0.23990885416666666,0.2140331268310547
seen_memory_strong_pa,memoryless_pa,4.5,15,61440,0.25685221354166665,0.21603190104166667,0.21539713541666666,0.27346205711364746
seen_memory_strong_pa,memoryless_pa,5,20,81920,0.22998046875,0.17891845703125,0.1763427734375,0.3648231029510498
seen_memory_strong_pa,memoryless_pa,5.5,25,102400,0.214365234375,0.147578125,0.140009765625,0.485642671585083
seen_memory_strong_pa,memoryless_pa,6,30,122880,0.19647623697916666,0.108740234375,0.0725341796875,0.5344583988189697
seen_memory_strong_pa,sequence,0,5,20480,0.383740234375,0.37822265625,0.37861328125,0.653712272644043
seen_memory_strong_pa,sequence,1,5,20480,0.36220703125,0.3591796875,0.358935546875,0.6568722724914551
seen_memory_strong_pa,sequence,2,8,32768,0.34112548828125,0.33087158203125,0.33062744140625,1.0399253368377686
seen_memory_strong_pa,sequence,3,10,40960,0.31279296875,0.29619140625,0.2961669921875,1.321411371231079
seen_memory_strong_pa,sequence,4,12,49152,0.2812296549479167,0.2650553385416667,0.2673746744791667,1.5641963481903076
seen_memory_strong_pa,sequence,4.5,15,61440,0.26617838541666666,0.244384765625,0.24847005208333334,2.016627550125122
seen_memory_strong_pa,sequence,5,20,81920,0.25328369140625,0.2217041015625,0.22474365234375,2.598884344100952
seen_memory_strong_pa,sequence,5.5,25,102400,0.2387890625,0.203955078125,0.209814453125,3.261399984359741
seen_memory_strong_pa,sequence,6,30,122880,0.22106119791666667,0.17372233072916668,0.17799479166666668,3.9039852619171143
edge_memory_unseen_pa,mismatch,0,5,20480,0.412646484375,0.410009765625,0.410107421875,0.09199690818786621
edge_memory_unseen_pa,mismatch,1,5,20480,0.411328125,0.404443359375,0.4044921875,0.09164667129516602
