scenario,mode,snr_db,blocks,bits,ber_iter1,ber_iter5,ber_iter10,elapsed_s
edge_unseen,mismatch,4.5,400,1638400,0.3136090087890625,0.30399169921875,0.3041119384765625,7.4186084270477295
edge_unseen,mismatch,5,700,2867200,0.29948067801339284,0.2907114955357143,0.29059500558035717,12.875384092330933
edge_unseen,mismatch,5.5,900,3686400,0.2881125217013889,0.2789122178819444,0.27898139105902775,16.57990312576294
edge_unseen,mismatch,6,1200,4915200,0.27467753092447916,0.2651725260416667,0.26507670084635415,21.934407949447632
edge_unseen,proposed,0,80,327680,0.403564453125,0.4007904052734375,0.4011138916015625,8.361679077148438
edge_unseen,proposed,1,80,327680,0.3881011962890625,0.384423828125,0.3844085693359375,8.421971559524536
edge_unseen,proposed,2,120,491520,0.36432291666666666,0.35796915690104164,0.3582051595052083,12.356606006622314
edge_unseen,proposed,3,160,655360,0.3378173828125,0.3281494140625,0.328631591796875,16.463913440704346
edge_unseen,proposed,4,250,1024000,0.3092763671875,0.2956484375,0.2960625,25.64845108985901
edge_unseen,proposed,4.5,400,1638400,0.2930828857421875,0.27720947265625,0.2777484130859375,40.94474720954895
edge_unseen,proposed,5,700,2867200,0.27731515066964285,0.25869803292410715,0.25929617745535716,71.6755838394165
edge_unseen,proposed,5.5,900,3686400,0.2617409939236111,0.24056260850694444,0.24142035590277777,90.08876156806946
edge_unseen,proposed,6,1200,4915200,0.24634419759114584,0.2217047119140625,0.22277974446614585,120.30850338935852
edge_unseen,pa_aware,0,80,327680,0.3960052490234375,0.394647216796875,0.394647216796875,1.4612112045288086
edge_unseen,pa_aware,1,80,327680,0.3761077880859375,0.3727081298828125,0.372705078125,1.456831455230713
edge_unseen,pa_aware,2,120,491520,0.3552632649739583,0.348956298828125,0.34897257486979166,2.2002406120300293
edge_unseen,pa_aware,3,160,655360,0.32812042236328126,0.31641998291015627,0.31641998291015627,2.926239252090454
edge_unseen,pa_aware,4,250,1024000,0.297517578125,0.278388671875,0.2783779296875,4.596992254257202
edge_unseen,pa_aware,4.5,400,1638400,0.2804290771484375,0.2563385009765625,0.2563092041015625,7.300867557525635
edge_unseen,pa_aware,5,700,2867200,0.2617790876116071,0.23099644252232143,0.23093645368303573,12.722415685653687
edge_unseen,pa_aware,5.5,900,3686400,0.24268907335069445,0.20261990017361112,0.20218994140625,16.395860195159912
edge_unseen,pa_aware,6,1200,4915200,0.22365193684895834,0.16984883626302083,0.16765889485677082,21.77821445465088
